platform,算法名,work_scale,repeats,baseline_mean_s,prio_mean_s,improvement_ratio,delta_mean_s,baseline_total_s,prio_total_s,baseline_min_s,baseline_max_s,prio_min_s,prio_max_s,cpu_set,cores_per_task,created_at,out_dir
zhang2,cpf,100,100,0.283865733,0.281971262,0.006673828,-0.001894471,28.386573277,28.197126164,0.250885086,0.340865542,0.276397660,0.292552596,"0,1",2,2026-03-19T16-35-07+08-00,/home/firefly/Desktop/ScratchDAG/tools/runtime_compare/实验结果/第四次实验结果/虚拟机/zhang2/cpf_ws100_r100_cpu01_2026-03-19T16-35-07+08-00
zhang2,heft,100,100,0.292359146,0.236490340,0.191096486,-0.055868806,29.235914603,23.649034043,0.251820395,0.372980859,0.233391216,0.257183555,"0,1",2,2026-03-19T16-36-05+08-00,/home/firefly/Desktop/ScratchDAG/tools/runtime_compare/实验结果/第四次实验结果/虚拟机/zhang2/heft_ws100_r100_cpu01_2026-03-19T16-36-05+08-00
zhang2,t_level,100,100,0.288020533,0.235138584,0.183604789,-0.052881949,28.802053317,23.513858385,0.249971354,0.362896003,0.228489672,0.290378789,"0,1",2,2026-03-19T16-37-54+08-00,/home/firefly/Desktop/ScratchDAG/tools/runtime_compare/实验结果/第四次实验结果/虚拟机/zhang2/t_level_ws100_r100_cpu01_2026-03-19T16-37-54+08-00
zhang2,wcet_first,100,100,0.289037132,0.234780117,0.187716416,-0.054257015,28.903713198,23.478011744,0.237731011,0.389762283,0.222547248,0.241517411,"0,1",2,2026-03-19T16-38-49+08-00,/home/firefly/Desktop/ScratchDAG/tools/runtime_compare/实验结果/第四次实验结果/虚拟机/zhang2/wcet_first_ws100_r100_cpu01_2026-03-19T16-38-49+08-00
zhang2,zhao2020,100,100,0.286090291,0.235057641,0.178379523,-0.051032650,28.609029072,23.505764114,0.238648883,0.368581403,0.228562785,0.243711738,"0,1",2,2026-03-19T16-39-44+08-00,/home/firefly/Desktop/ScratchDAG/tools/runtime_compare/实验结果/第四次实验结果/虚拟机/zhang2/zhao2020_ws100_r100_cpu01_2026-03-19T16-39-44+08-00
zhang3,cpf,100,100,0.222932601,0.169647237,0.239020062,-0.053285364,22.293260092,16.964723688,0.165745620,0.287040696,0.156117135,0.179516615,"0,1",2,2026-03-21T16-52-21+08-00,/home/firefly/Desktop/ScratchDAG/tools/runtime_compare/实验结果/第四次实验结果/虚拟机/zhang3/cpf_ws100_r100_cpu01_2026-03-21T16-52-21+08-00
zhang3,heft,100,100,0.198777838,0.172314363,0.133130915,-0.026463475,19.877783800,17.231436253,0.162082558,0.282103696,0.159954325,0.183639140,"0,1",2,2026-03-21T16-55-01+08-00,/home/firefly/Desktop/ScratchDAG/tools/runtime_compare/实验结果/第四次实验结果/虚拟机/zhang3/heft_ws100_r100_cpu01_2026-03-21T16-55-01+08-00
zhang3,t_level,100,100,0.196682495,0.166345513,0.154243428,-0.030336982,19.668249489,16.634551263,0.156388714,0.273269113,0.154519451,0.175064287,"0,1",2,2026-03-21T16-54-23+08-00,/home/firefly/Desktop/ScratchDAG/tools/runtime_compare/实验结果/第四次实验结果/虚拟机/zhang3/t_level_ws100_r100_cpu01_2026-03-21T16-54-23+08-00
zhang3,wcet_first,100,100,0.216392980,0.167113606,0.227730925,-0.049279374,21.639297993,16.711360638,0.158624487,0.339708335,0.154757062,0.186797855,"0,1",2,2026-03-21T16-53-02+08-00,/home/firefly/Desktop/ScratchDAG/tools/runtime_compare/实验结果/第四次实验结果/虚拟机/zhang3/wcet_first_ws100_r100_cpu01_2026-03-21T16-53-02+08-00
zhang3,zhao2020,100,100,0.208297693,0.175533175,0.157296597,-0.032764518,20.829769332,17.553317504,0.156154159,0.294126618,0.162912947,0.182438359,"0,1",2,2026-03-21T16-53-42+08-00,/home/firefly/Desktop/ScratchDAG/tools/runtime_compare/实验结果/第四次实验结果/虚拟机/zhang3/zhao2020_ws100_r100_cpu01_2026-03-21T16-53-42+08-00
